id,display_name,category,texture_path,icon_path,source_sheet,source_rect,width,height,footprint,anchor,allowed_surfaces,blocked_surfaces,collision,walkable,can_rotate,review_flags
gb_flowerbed_02_011,?? 011,flowerbeds,res://assets/garden_builder/textures/flowerbeds/gb_flowerbed_02_011.png,res://assets/garden_builder/icons/gb_flowerbed_02_011.png,02.png,"[491, 145, 145, 82]",145,82,"[3, 2]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,True,[]
gb_flowerbed_02_012,?? 012,flowerbeds,res://assets/garden_builder/textures/flowerbeds/gb_flowerbed_02_012.png,res://assets/garden_builder/icons/gb_flowerbed_02_012.png,02.png,"[665, 146, 145, 81]",145,81,"[3, 2]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,True,[]
gb_flowerbed_02_013,?? 013,flowerbeds,res://assets/garden_builder/textures/flowerbeds/gb_flowerbed_02_013.png,res://assets/garden_builder/icons/gb_flowerbed_02_013.png,02.png,"[839, 146, 155, 81]",155,81,"[3, 2]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,True,[]
gb_flowerbed_02_014,?? 014,flowerbeds,res://assets/garden_builder/textures/flowerbeds/gb_flowerbed_02_014.png,res://assets/garden_builder/icons/gb_flowerbed_02_014.png,02.png,"[1023, 147, 159, 80]",159,80,"[3, 2]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,True,[]
gb_flowerbed_02_015,?? 015,flowerbeds,res://assets/garden_builder/textures/flowerbeds/gb_flowerbed_02_015.png,res://assets/garden_builder/icons/gb_flowerbed_02_015.png,02.png,"[42, 244, 51, 147]",51,147,"[1, 3]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,True,"[""large_or_irregular_footprint""]"
gb_flowerbed_02_016,?? 016,flowerbeds,res://assets/garden_builder/textures/flowerbeds/gb_flowerbed_02_016.png,res://assets/garden_builder/icons/gb_flowerbed_02_016.png,02.png,"[112, 244, 53, 147]",53,147,"[1, 3]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,True,"[""large_or_irregular_footprint""]"
gb_flowerbed_02_017,?? 017,flowerbeds,res://assets/garden_builder/textures/flowerbeds/gb_flowerbed_02_017.png,res://assets/garden_builder/icons/gb_flowerbed_02_017.png,02.png,"[184, 244, 52, 147]",52,147,"[1, 3]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,True,"[""large_or_irregular_footprint""]"
gb_flowerbed_02_018,?? 018,flowerbeds,res://assets/garden_builder/textures/flowerbeds/gb_flowerbed_02_018.png,res://assets/garden_builder/icons/gb_flowerbed_02_018.png,02.png,"[255, 244, 52, 147]",52,147,"[1, 3]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,True,"[""large_or_irregular_footprint""]"
gb_flowerbed_02_019,?? 019,flowerbeds,res://assets/garden_builder/textures/flowerbeds/gb_flowerbed_02_019.png,res://assets/garden_builder/icons/gb_flowerbed_02_019.png,02.png,"[326, 244, 53, 147]",53,147,"[1, 3]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,True,"[""large_or_irregular_footprint""]"
gb_flowerbed_02_021,?? 021,flowerbeds,res://assets/garden_builder/textures/flowerbeds/gb_flowerbed_02_021.png,res://assets/garden_builder/icons/gb_flowerbed_02_021.png,02.png,"[492, 245, 74, 82]",74,82,"[2, 2]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,True,[]
gb_flowerbed_02_023,?? 023,flowerbeds,res://assets/garden_builder/textures/flowerbeds/gb_flowerbed_02_023.png,res://assets/garden_builder/icons/gb_flowerbed_02_023.png,02.png,"[730, 245, 99, 81]",99,81,"[2, 2]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,True,[]
gb_flowerbed_02_024,?? 024,flowerbeds,res://assets/garden_builder/textures/flowerbeds/gb_flowerbed_02_024.png,res://assets/garden_builder/icons/gb_flowerbed_02_024.png,02.png,"[858, 245, 128, 146]",128,146,"[2, 3]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,True,"[""large_or_irregular_footprint""]"
gb_flowerbed_02_025,?? 025,flowerbeds,res://assets/garden_builder/textures/flowerbeds/gb_flowerbed_02_025.png,res://assets/garden_builder/icons/gb_flowerbed_02_025.png,02.png,"[1014, 245, 165, 146]",165,146,"[3, 3]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,True,"[""large_or_irregular_footprint""]"
gb_flowerbed_02_026,?? 026,flowerbeds,res://assets/garden_builder/textures/flowerbeds/gb_flowerbed_02_026.png,res://assets/garden_builder/icons/gb_flowerbed_02_026.png,02.png,"[1208, 244, 175, 147]",175,147,"[3, 3]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,True,"[""large_or_irregular_footprint""]"
gb_flowerbed_02_027,?? 027,flowerbeds,res://assets/garden_builder/textures/flowerbeds/gb_flowerbed_02_027.png,res://assets/garden_builder/icons/gb_flowerbed_02_027.png,02.png,"[43, 414, 93, 83]",93,83,"[2, 2]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,True,[]
gb_flowerbed_02_028,?? 028,flowerbeds,res://assets/garden_builder/textures/flowerbeds/gb_flowerbed_02_028.png,res://assets/garden_builder/icons/gb_flowerbed_02_028.png,02.png,"[166, 414, 105, 84]",105,84,"[2, 2]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,True,[]
gb_flowerbed_02_029,?? 029,flowerbeds,res://assets/garden_builder/textures/flowerbeds/gb_flowerbed_02_029.png,res://assets/garden_builder/icons/gb_flowerbed_02_029.png,02.png,"[301, 414, 139, 84]",139,84,"[2, 2]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,True,[]
gb_flowerbed_02_030,?? 030,flowerbeds,res://assets/garden_builder/textures/flowerbeds/gb_flowerbed_02_030.png,res://assets/garden_builder/icons/gb_flowerbed_02_030.png,02.png,"[470, 410, 145, 88]",145,88,"[3, 2]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,True,[]
gb_flowerbed_02_031,?? 031,flowerbeds,res://assets/garden_builder/textures/flowerbeds/gb_flowerbed_02_031.png,res://assets/garden_builder/icons/gb_flowerbed_02_031.png,02.png,"[645, 414, 183, 84]",183,84,"[3, 2]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,True,"[""large_or_irregular_footprint""]"
gb_flowerbed_02_032,?? 032,flowerbeds,res://assets/garden_builder/textures/flowerbeds/gb_flowerbed_02_032.png,res://assets/garden_builder/icons/gb_flowerbed_02_032.png,02.png,"[858, 414, 170, 84]",170,84,"[3, 2]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,True,[]
gb_flowerbed_02_033,?? 033,flowerbeds,res://assets/garden_builder/textures/flowerbeds/gb_flowerbed_02_033.png,res://assets/garden_builder/icons/gb_flowerbed_02_033.png,02.png,"[1058, 412, 172, 86]",172,86,"[3, 2]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,True,[]
gb_flowerbed_02_034,?? 034,flowerbeds,res://assets/garden_builder/textures/flowerbeds/gb_flowerbed_02_034.png,res://assets/garden_builder/icons/gb_flowerbed_02_034.png,02.png,"[43, 513, 61, 149]",61,149,"[1, 3]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,True,"[""large_or_irregular_footprint""]"
gb_flowerbed_02_035,?? 035,flowerbeds,res://assets/garden_builder/textures/flowerbeds/gb_flowerbed_02_035.png,res://assets/garden_builder/icons/gb_flowerbed_02_035.png,02.png,"[124, 513, 58, 149]",58,149,"[1, 3]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,True,"[""large_or_irregular_footprint""]"
gb_flowerbed_02_036,?? 036,flowerbeds,res://assets/garden_builder/textures/flowerbeds/gb_flowerbed_02_036.png,res://assets/garden_builder/icons/gb_flowerbed_02_036.png,02.png,"[205, 513, 57, 149]",57,149,"[1, 3]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,True,"[""large_or_irregular_footprint""]"
gb_flowerbed_02_037,?? 037,flowerbeds,res://assets/garden_builder/textures/flowerbeds/gb_flowerbed_02_037.png,res://assets/garden_builder/icons/gb_flowerbed_02_037.png,02.png,"[286, 514, 57, 148]",57,148,"[1, 3]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,True,"[""large_or_irregular_footprint""]"
gb_flowerbed_02_038,?? 038,flowerbeds,res://assets/garden_builder/textures/flowerbeds/gb_flowerbed_02_038.png,res://assets/garden_builder/icons/gb_flowerbed_02_038.png,02.png,"[366, 513, 58, 149]",58,149,"[1, 3]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,True,"[""large_or_irregular_footprint""]"
gb_flowerbed_02_040,?? 040,flowerbeds,res://assets/garden_builder/textures/flowerbeds/gb_flowerbed_02_040.png,res://assets/garden_builder/icons/gb_flowerbed_02_040.png,02.png,"[537, 514, 81, 80]",81,80,"[2, 2]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,True,[]
gb_flowerbed_02_042,?? 042,flowerbeds,res://assets/garden_builder/textures/flowerbeds/gb_flowerbed_02_042.png,res://assets/garden_builder/icons/gb_flowerbed_02_042.png,02.png,"[760, 515, 89, 79]",89,79,"[2, 2]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,True,[]
gb_flowerbed_02_043,?? 043,flowerbeds,res://assets/garden_builder/textures/flowerbeds/gb_flowerbed_02_043.png,res://assets/garden_builder/icons/gb_flowerbed_02_043.png,02.png,"[876, 518, 166, 144]",166,144,"[3, 3]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,True,"[""large_or_irregular_footprint""]"
gb_flowerbed_02_044,?? 044,flowerbeds,res://assets/garden_builder/textures/flowerbeds/gb_flowerbed_02_044.png,res://assets/garden_builder/icons/gb_flowerbed_02_044.png,02.png,"[1071, 517, 188, 145]",188,145,"[3, 3]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,True,"[""large_or_irregular_footprint""]"
gb_flowerbed_02_045,?? 045,flowerbeds,res://assets/garden_builder/textures/flowerbeds/gb_flowerbed_02_045.png,res://assets/garden_builder/icons/gb_flowerbed_02_045.png,02.png,"[43, 680, 101, 95]",101,95,"[2, 2]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,True,[]
gb_flowerbed_02_046,?? 046,flowerbeds,res://assets/garden_builder/textures/flowerbeds/gb_flowerbed_02_046.png,res://assets/garden_builder/icons/gb_flowerbed_02_046.png,02.png,"[171, 681, 123, 94]",123,94,"[2, 2]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,True,[]
gb_flowerbed_02_047,?? 047,flowerbeds,res://assets/garden_builder/textures/flowerbeds/gb_flowerbed_02_047.png,res://assets/garden_builder/icons/gb_flowerbed_02_047.png,02.png,"[324, 680, 129, 95]",129,95,"[2, 2]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,True,[]
gb_flowerbed_02_048,?? 048,flowerbeds,res://assets/garden_builder/textures/flowerbeds/gb_flowerbed_02_048.png,res://assets/garden_builder/icons/gb_flowerbed_02_048.png,02.png,"[480, 681, 128, 94]",128,94,"[2, 2]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,True,[]
gb_flowerbed_02_050,?? 050,flowerbeds,res://assets/garden_builder/textures/flowerbeds/gb_flowerbed_02_050.png,res://assets/garden_builder/icons/gb_flowerbed_02_050.png,02.png,"[740, 682, 94, 82]",94,82,"[2, 2]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,True,[]
gb_flowerbed_02_051,?? 051,flowerbeds,res://assets/garden_builder/textures/flowerbeds/gb_flowerbed_02_051.png,res://assets/garden_builder/icons/gb_flowerbed_02_051.png,02.png,"[859, 683, 140, 150]",140,150,"[2, 3]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,True,"[""large_or_irregular_footprint""]"
gb_flowerbed_02_052,?? 052,flowerbeds,res://assets/garden_builder/textures/flowerbeds/gb_flowerbed_02_052.png,res://assets/garden_builder/icons/gb_flowerbed_02_052.png,02.png,"[1030, 684, 115, 149]",115,149,"[2, 3]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,True,"[""large_or_irregular_footprint""]"
gb_flowerbed_02_053,?? 053,flowerbeds,res://assets/garden_builder/textures/flowerbeds/gb_flowerbed_02_053.png,res://assets/garden_builder/icons/gb_flowerbed_02_053.png,02.png,"[1165, 684, 103, 149]",103,149,"[2, 3]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,True,"[""large_or_irregular_footprint""]"
gb_flowerbed_02_054,?? 054,flowerbeds,res://assets/garden_builder/textures/flowerbeds/gb_flowerbed_02_054.png,res://assets/garden_builder/icons/gb_flowerbed_02_054.png,02.png,"[1286, 684, 105, 149]",105,149,"[2, 3]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,True,"[""large_or_irregular_footprint""]"
gb_flowerbed_02_055,?? 055,flowerbeds,res://assets/garden_builder/textures/flowerbeds/gb_flowerbed_02_055.png,res://assets/garden_builder/icons/gb_flowerbed_02_055.png,02.png,"[42, 792, 105, 111]",105,111,"[2, 2]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,True,[]
gb_flowerbed_02_056,?? 056,flowerbeds,res://assets/garden_builder/textures/flowerbeds/gb_flowerbed_02_056.png,res://assets/garden_builder/icons/gb_flowerbed_02_056.png,02.png,"[166, 792, 133, 112]",133,112,"[2, 2]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,True,[]
gb_flowerbed_02_057,?? 057,flowerbeds,res://assets/garden_builder/textures/flowerbeds/gb_flowerbed_02_057.png,res://assets/garden_builder/icons/gb_flowerbed_02_057.png,02.png,"[317, 793, 136, 111]",136,111,"[2, 2]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,True,[]
gb_flowerbed_02_058,?? 058,flowerbeds,res://assets/garden_builder/textures/flowerbeds/gb_flowerbed_02_058.png,res://assets/garden_builder/icons/gb_flowerbed_02_058.png,02.png,"[472, 793, 137, 111]",137,111,"[2, 2]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,True,[]
gb_flowerbed_02_059,?? 059,flowerbeds,res://assets/garden_builder/textures/flowerbeds/gb_flowerbed_02_059.png,res://assets/garden_builder/icons/gb_flowerbed_02_059.png,02.png,"[631, 852, 116, 75]",116,75,"[2, 2]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,True,[]
gb_flowerbed_02_060,?? 060,flowerbeds,res://assets/garden_builder/textures/flowerbeds/gb_flowerbed_02_060.png,res://assets/garden_builder/icons/gb_flowerbed_02_060.png,02.png,"[766, 852, 115, 76]",115,76,"[2, 2]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,True,[]
gb_flowerbed_02_061,?? 061,flowerbeds,res://assets/garden_builder/textures/flowerbeds/gb_flowerbed_02_061.png,res://assets/garden_builder/icons/gb_flowerbed_02_061.png,02.png,"[900, 855, 111, 72]",111,72,"[2, 2]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,True,[]
gb_flowerbed_02_062,?? 062,flowerbeds,res://assets/garden_builder/textures/flowerbeds/gb_flowerbed_02_062.png,res://assets/garden_builder/icons/gb_flowerbed_02_062.png,02.png,"[1030, 857, 110, 72]",110,72,"[2, 2]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,True,[]
gb_flowerbed_02_063,?? 063,flowerbeds,res://assets/garden_builder/textures/flowerbeds/gb_flowerbed_02_063.png,res://assets/garden_builder/icons/gb_flowerbed_02_063.png,02.png,"[1161, 859, 103, 71]",103,71,"[2, 2]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,True,[]
gb_flowerbed_02_064,?? 064,flowerbeds,res://assets/garden_builder/textures/flowerbeds/gb_flowerbed_02_064.png,res://assets/garden_builder/icons/gb_flowerbed_02_064.png,02.png,"[1283, 861, 103, 69]",103,69,"[2, 1]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,True,[]
gb_flowerbed_02_065,?? 065,flowerbeds,res://assets/garden_builder/textures/flowerbeds/gb_flowerbed_02_065.png,res://assets/garden_builder/icons/gb_flowerbed_02_065.png,02.png,"[42, 918, 120, 121]",120,121,"[2, 2]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,True,[]
gb_flowerbed_02_066,?? 066,flowerbeds,res://assets/garden_builder/textures/flowerbeds/gb_flowerbed_02_066.png,res://assets/garden_builder/icons/gb_flowerbed_02_066.png,02.png,"[184, 922, 117, 117]",117,117,"[2, 2]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,True,[]
gb_flowerbed_02_067,?? 067,flowerbeds,res://assets/garden_builder/textures/flowerbeds/gb_flowerbed_02_067.png,res://assets/garden_builder/icons/gb_flowerbed_02_067.png,02.png,"[328, 922, 119, 117]",119,117,"[2, 2]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,True,[]
gb_flowerbed_02_068,?? 068,flowerbeds,res://assets/garden_builder/textures/flowerbeds/gb_flowerbed_02_068.png,res://assets/garden_builder/icons/gb_flowerbed_02_068.png,02.png,"[477, 924, 118, 117]",118,117,"[2, 2]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,True,[]
gb_plant_02_001,?? 001,plants,res://assets/garden_builder/textures/plants/gb_plant_02_001.png,res://assets/garden_builder/icons/gb_plant_02_001.png,02.png,"[627, 946, 108, 92]",108,92,"[2, 2]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,False,[]
gb_plant_02_002,?? 002,plants,res://assets/garden_builder/textures/plants/gb_plant_02_002.png,res://assets/garden_builder/icons/gb_plant_02_002.png,02.png,"[767, 948, 109, 90]",109,90,"[2, 2]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,False,[]
gb_plant_02_003,?? 003,plants,res://assets/garden_builder/textures/plants/gb_plant_02_003.png,res://assets/garden_builder/icons/gb_plant_02_003.png,02.png,"[906, 948, 104, 91]",104,91,"[2, 2]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,False,[]
gb_plant_02_004,?? 004,plants,res://assets/garden_builder/textures/plants/gb_plant_02_004.png,res://assets/garden_builder/icons/gb_plant_02_004.png,02.png,"[1036, 947, 106, 91]",106,91,"[2, 2]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,False,[]
gb_plant_02_005,?? 005,plants,res://assets/garden_builder/textures/plants/gb_plant_02_005.png,res://assets/garden_builder/icons/gb_plant_02_005.png,02.png,"[1164, 951, 104, 89]",104,89,"[2, 2]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,False,[]
gb_plant_02_006,?? 006,plants,res://assets/garden_builder/textures/plants/gb_plant_02_006.png,res://assets/garden_builder/icons/gb_plant_02_006.png,02.png,"[1292, 952, 103, 88]",103,88,"[2, 2]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,False,[]
gb_pot_03_001,?? 001,pots,res://assets/garden_builder/textures/pots/gb_pot_03_001.png,res://assets/garden_builder/icons/gb_pot_03_001.png,03.png,"[879, 32, 72, 100]",72,100,"[2, 2]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,False,[]
gb_pot_03_002,?? 002,pots,res://assets/garden_builder/textures/pots/gb_pot_03_002.png,res://assets/garden_builder/icons/gb_pot_03_002.png,03.png,"[32, 50, 71, 76]",71,76,"[2, 1]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,False,[]
gb_pot_03_003,?? 003,pots,res://assets/garden_builder/textures/pots/gb_pot_03_003.png,res://assets/garden_builder/icons/gb_pot_03_003.png,03.png,"[125, 58, 63, 68]",63,68,"[1, 1]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,False,[]
gb_pot_03_004,?? 004,pots,res://assets/garden_builder/textures/pots/gb_pot_03_004.png,res://assets/garden_builder/icons/gb_pot_03_004.png,03.png,"[211, 58, 64, 68]",64,68,"[1, 1]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,False,[]
gb_pot_03_005,?? 005,pots,res://assets/garden_builder/textures/pots/gb_pot_03_005.png,res://assets/garden_builder/icons/gb_pot_03_005.png,03.png,"[299, 50, 69, 76]",69,76,"[1, 1]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,False,[]
gb_pot_03_006,?? 006,pots,res://assets/garden_builder/textures/pots/gb_pot_03_006.png,res://assets/garden_builder/icons/gb_pot_03_006.png,03.png,"[399, 41, 67, 88]",67,88,"[1, 2]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,False,[]
gb_pot_03_007,?? 007,pots,res://assets/garden_builder/textures/pots/gb_pot_03_007.png,res://assets/garden_builder/icons/gb_pot_03_007.png,03.png,"[496, 38, 68, 92]",68,92,"[1, 2]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,False,[]
gb_pot_03_008,?? 008,pots,res://assets/garden_builder/textures/pots/gb_pot_03_008.png,res://assets/garden_builder/icons/gb_pot_03_008.png,03.png,"[591, 42, 69, 88]",69,88,"[1, 2]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,False,[]
gb_pot_03_009,?? 009,pots,res://assets/garden_builder/textures/pots/gb_pot_03_009.png,res://assets/garden_builder/icons/gb_pot_03_009.png,03.png,"[682, 38, 74, 94]",74,94,"[2, 2]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,False,[]
gb_pot_03_010,?? 010,pots,res://assets/garden_builder/textures/pots/gb_pot_03_010.png,res://assets/garden_builder/icons/gb_pot_03_010.png,03.png,"[777, 37, 78, 95]",78,95,"[2, 2]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,False,[]
gb_pot_03_011,?? 011,pots,res://assets/garden_builder/textures/pots/gb_pot_03_011.png,res://assets/garden_builder/icons/gb_pot_03_011.png,03.png,"[972, 40, 82, 92]",82,92,"[2, 2]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,False,[]
gb_pot_03_012,?? 012,pots,res://assets/garden_builder/textures/pots/gb_pot_03_012.png,res://assets/garden_builder/icons/gb_pot_03_012.png,03.png,"[1071, 41, 83, 91]",83,91,"[2, 2]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,False,[]
gb_pot_03_013,?? 013,pots,res://assets/garden_builder/textures/pots/gb_pot_03_013.png,res://assets/garden_builder/icons/gb_pot_03_013.png,03.png,"[1170, 41, 76, 90]",76,90,"[2, 2]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,False,[]
gb_pot_03_014,?? 014,pots,res://assets/garden_builder/textures/pots/gb_pot_03_014.png,res://assets/garden_builder/icons/gb_pot_03_014.png,03.png,"[1263, 47, 77, 83]",77,83,"[2, 2]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,False,[]
gb_pot_03_015,?? 015,pots,res://assets/garden_builder/textures/pots/gb_pot_03_015.png,res://assets/garden_builder/icons/gb_pot_03_015.png,03.png,"[30, 152, 76, 97]",76,97,"[2, 2]",bottom_center,"[""grass"", ""dirt"", ""stone_path""]","[""water""]",True,False,False,[]
